6.601992652334124356e-01,4.067845737725994115e-01,2.406730299824879626e-01,6.496271403443189089e-04,4.737268656414530655e-08,2.157613137985077856e-03,7.165268054194057473e-04,4.251638624408781483e-04,3.916472651242582808e-05,5.631071069451091260e-01,2.278683370626168048e-01,8.699824361861971259e-04,7.023128492229531172e-01,4.922154706599081095e-03,8.025881789091333929e-02,8.492158287192024774e-09,1.364844331698740780e-03,1.606324431909812722e-01,9.599630571076354230e-03,5.198035083948796854e-04,1.000000000000000000e+00,4.607065681018387981e-01,7.023128492229531172e-01,9.377947238698708236e-07,4.737268656414530655e-08,7.165268054194057473e-04,9.959721358646371758e-01,3.396444549759359277e-01,8.902129010899613893e-05,3.623512391825576614e-06,9.517613357161585075e-01,1.271937230515794931e-04,1.707102437614488044e-01,2.278683370626168048e-01,1.115631231908264585e-08,7.173972436778074391e-01,9.707031276179258761e-01,3.741724066695108644e-06,4.158099618250632283e-03,6.175260366460840755e-01,2.622563217010752206e-06,1.204538287467892866e-04,3.624576875191978798e-01,1.536951003773866849e-04,8.494995640844784646e-01,3.657792181042933688e-01,7.037655602741020588e-02,5.683421329642153225e-05,5.698768360697603619e-02,4.173480664996570000e-01,6.621698398880874422e-06,4.680888919910501378e-01,1.641684783096618964e-08,8.400539085618896618e-01,3.741724066695108644e-06,9.352860678639897118e-01,3.211244239077248376e-04,4.532608339197695257e-06,8.736259514321655928e-01,3.460831606234496260e-01,3.245834623913970013e-02,1.497730102217665173e-03,7.684792553473082655e-02,1.028761649445655239e-03,3.084407003981173845e-01,3.558318616372211285e-04,4.032899441276656116e-01,4.890842714924794222e-09,1.626126398216288793e-01,6.150557871232596729e-02,7.211444434542892967e-01,1.853437562735516810e-04,5.611780117265774415e-02,1.642471427870233116e-03,5.462125839175541522e-03,2.927131695628221243e-05,4.680888919910501378e-01,3.528498312363979178e-02,4.390495152895923613e-06,1.058058789767172755e-02,6.058501085455973989e-01,6.947183245315040612e-01,4.270533915021092474e-05,1.855689122554298465e-01,7.037655602741020588e-02,1.058058789767172755e-02,1.204538287467892866e-04,2.704512830893073261e-01,3.555296371295758243e-09,2.683752131035463593e-09,3.591515272741302445e-01,9.128536097116841724e-04,3.195699350259446669e-05,1.214074606569603421e-01,3.332706325268818270e-01,3.290319162005143693e-05,6.842927202086308142e-03,4.070585275541806214e-03
9.458414763211265841e-01,9.953775557601167723e-01,9.066147401045134835e-01,3.528498312363979178e-02,3.014172007203396659e-05,7.797168227493810055e-02,3.769456964630980844e-02,2.645267357206378123e-02,4.922154706599081095e-03,9.851006690978271196e-01,8.933642939964026031e-01,4.293367061914297317e-02,9.215216977536676568e-01,1.312998497120989594e-01,6.058501085455973989e-01,7.741077504344748354e-06,5.786866680301195470e-02,8.003379633899903034e-01,1.967244725829480345e-01,3.033846638407844062e-02,4.607065681018387981e-01,1.000000000000000000e+00,9.215216977536676568e-01,3.049862610962349478e-04,3.014172007203396659e-05,3.769456964630980844e-02,5.131561207181509765e-01,9.750905052182442523e-01,8.874182414907193228e-03,8.492554252558971598e-04,6.485973736363268571e-01,1.142857487323623196e-02,8.172416233385828566e-01,8.933642939964026031e-01,9.616455769232595376e-06,9.117069152940725507e-01,6.058501085455973989e-01,8.699824361861971259e-04,1.182395235600339906e-01,9.659773821895358825e-01,6.657835489024392130e-04,1.099731615041544229e-02,9.839856244714461075e-01,1.305862530224924378e-02,7.969009568632138274e-01,9.851006690978271196e-01,5.708593319896443363e-01,6.438162657922211381e-03,5.169636658236069771e-01,9.970391690369836413e-01,1.333370358518093206e-03,9.999176360894728166e-01,1.306428458556446857e-05,8.071567803008422581e-01,8.699824361861971259e-04,6.794388950888504697e-01,2.181498575246422142e-02,1.004541335295416503e-03,7.687903128245278106e-01,9.778250620188602138e-01,3.894486540303917499e-01,6.150557871232596729e-02,5.941746707252553161e-01,4.800796982692594889e-02,9.591589742793178441e-01,2.341245859142719252e-02,9.947423626446024736e-01,4.985915946538711279e-06,8.037566912912273986e-01,5.360980993226416302e-01,9.091759839579738323e-01,1.489108825531360036e-02,5.131561207181509765e-01,6.532800081064817077e-02,1.399978651562417964e-01,3.984748712488927862e-03,9.999176360894728166e-01,4.067845737725994115e-01,9.808508483557616328e-04,2.083360431034890492e-01,9.707031276179258761e-01,9.262397363818286600e-01,5.240018041148593146e-03,8.400539085618896618e-01,5.708593319896443363e-01,2.083360431034890492e-01,1.099731615041544229e-02,9.330738747213443984e-01,3.863633098943626199e-06,3.084263193495554138e-06,9.828313645567545720e-01,4.433523037400072947e-02,4.247320525885386194e-03,7.211444434542892967e-01,9.722034270586507043e-01,4.338277188865639900e-03,1.606324431909812722e-01,1.166794813834458877e-01
9.975114905817504818e-01,8.822492493301659078e-01,6.985196491309125788e-01,1.142857487323623196e-02,4.390495152895923613e-06,2.882745136436272448e-02,1.233639262458125982e-02,8.198152825679969058e-03,1.214066963580531745e-03,9.736659453878280246e-01,6.794388950888504697e-01,1.434570425386846350e-02,1.000000000000000000e+00,5.357377577654022505e-02,3.724678512547244802e-01,1.003322497032385635e-06,2.031312176110263573e-02,5.631071069451091260e-01,8.744421072157729236e-02,9.599630571076354230e-03,7.023128492229531172e-01,9.215216977536676568e-01,1.000000000000000000e+00,5.524304021913778662e-05,4.390495152895923613e-06,1.233639262458125982e-02,7.543630702103550911e-01,8.205635705856219042e-01,2.359897550386375054e-03,1.710939806913710571e-04,8.706985698266045404e-01,3.143441427700028028e-03,5.825082838206752101e-01,6.794388950888504697e-01,1.269234373589176979e-06,9.996705850585388964e-01,8.368598212720468332e-01,1.757250571158829890e-04,4.725374552920101612e-02,9.900830567979379548e-01,1.306957261822974897e-04,3.009167689625831359e-03,8.432254590758068158e-01,3.657618516880390552e-03,9.643278195018454291e-01,8.463741260083588180e-01,3.428557532076806358e-01,1.642471427870233116e-03,2.994105179068221045e-01,8.906274903827098299e-01,2.821996941074096914e-04,9.262397363818286600e-01,1.769621937806443365e-06,9.691652288469995158e-01,1.757250571158829890e-04,8.933642939964026031e-01,6.570622083103576025e-03,2.060876015547706303e-04,9.498230602171243708e-01,8.271458284381887349e-01,2.059771186886004135e-01,2.181498575246422142e-02,3.624576875191978798e-01,1.633521466964916319e-02,7.864838785219728789e-01,7.125343526203473284e-03,8.794016166218944219e-01,6.231732219263498259e-07,5.669816450912358308e-01,3.145468475157009447e-01,9.994853368431639851e-01,4.247320525885386194e-03,2.964351766023173851e-01,2.341245859142719252e-02,5.786866680301195470e-02,9.576796217790241187e-04,9.262397363818286600e-01,2.179552245490415374e-01,2.007059361702339957e-04,9.381474903910132224e-02,9.872125718712397857e-01,9.999176360894728166e-01,1.302568544812186292e-03,6.097424577578703930e-01,3.428557532076806358e-01,9.381474903910132224e-02,3.009167689625831359e-03,7.397189816647005145e-01,4.729826919700183311e-07,3.707773104711385965e-07,8.400539085618896618e-01,1.489108825531360036e-02,1.028761649445655239e-03,4.792367215232714583e-01,8.138996045247026689e-01,1.053522546403915048e-03,6.832037017964193160e-02,4.650945492651516189e-02
7.532670094073354620e-05,4.471820622579620393e-04,1.642471427870233116e-03,3.558608682403675005e-01,8.647663520086031896e-01,2.107133046514620134e-01,3.428557532076806358e-01,4.138138112921097567e-01,7.470666732837882851e-01,1.496137923396297716e-04,1.841516960888903674e-03,3.176254814106794777e-01,5.524304021913778662e-05,1.330060626981180438e-01,1.037754237025222126e-02,7.098734454168279528e-01,2.621119796672131685e-01,3.579752984799148760e-03,8.499430709191145572e-02,3.860234573965922178e-01,9.377947238698708236e-07,3.049862610962349478e-04,5.524304021913778662e-05,1.000000000000000000e+00,8.647663520086031896e-01,3.428557532076806358e-01,1.499459473125531185e-06,7.342260649430779745e-04,6.369632297655689612e-01,9.659773821895358825e-01,4.679128790594973997e-06,5.863955525272038782e-01,3.212610207775279912e-03,1.841516960888903674e-03,7.360268109097202194e-01,4.929122221171312060e-05,3.290003928713513987e-06,9.643278195018454291e-01,1.472601421762657348e-01,1.022012334674623964e-04,9.804057675862853927e-01,5.941746707252553161e-01,6.184045909080895190e-04,5.592360140721638340e-01,1.614993731366770537e-05,6.033233702960769064e-04,1.233639262458125982e-02,6.985196491309125788e-01,1.603691901620048557e-02,4.145390995543225864e-04,9.285504429043159869e-01,2.896114114638228144e-04,7.723605061975137298e-01,1.767533455942094794e-05,9.643278195018454291e-01,6.026366691365404082e-06,4.533659811068885270e-01,9.536642904096417350e-01,1.267240543658452793e-05,6.992254071421605223e-04,2.982742191326653511e-02,2.512466239362712850e-01,1.099731615041544229e-02,2.964351766023173851e-01,9.350172747360706001e-04,4.388169048225554758e-01,4.585868118436654578e-04,6.563361202554879315e-01,3.503400814107412390e-03,1.461615360111517652e-02,4.790136356477721596e-05,5.322592157339030017e-01,1.633521466964916319e-02,2.406730299824879626e-01,1.246397406636881172e-01,7.829773734930355333e-01,2.896114114638228144e-04,2.738154190329118720e-02,9.555316967823324070e-01,7.910861380058915870e-02,1.109733916426133013e-04,5.846880914758927344e-05,7.360268109097202194e-01,2.756219462690525073e-03,1.233639262458125982e-02,7.910861380058915870e-02,5.941746707252553161e-01,1.272425870920693407e-03,6.253059576662455266e-01,5.980658968785367291e-01,6.338366912032156837e-04,3.114852253908108604e-01,7.723605061975137298e-01,5.692710220931066108e-03,7.708517308092920116e-04,7.687903128245278106e-01,1.076489508955572189e-01,1.491184742573879174e-01
6.218868693717861816e-06,4.654877750635912260e-05,2.060876015547706303e-04,1.417879072359893300e-01,1.000000000000000000e+00,7.037655602741020588e-02,1.347288988084987538e-01,1.748658119063766780e-01,4.280271959754378686e-01,1.346772747209141640e-05,2.350941456551108931e-04,1.214074606569603421e-01,4.390495152895923613e-06,3.895075785725905099e-02,1.759374206924840724e-03,9.591589742793178441e-01,9.381474903910132224e-02,5.069807260429502358e-04,2.220520487788727598e-02,1.586698254386552376e-01,4.737268656414530655e-08,3.014172007203396659e-05,4.390495152895923613e-06,8.647663520086031896e-01,1.000000000000000000e+00,1.347288988084987538e-01,7.950394905406156886e-08,8.190339454258873612e-05,3.301083239275893755e-01,7.248813622013160485e-01,2.800291972827493906e-07,2.905370026859829813e-01,4.471820622579620393e-04,2.350941456551108931e-04,9.707031276179258761e-01,3.863633098943626199e-06,1.895432066761884116e-07,7.211444434542892967e-01,4.433523037400072947e-02,8.764862078011174493e-06,7.616052559846182568e-01,2.964351766023173851e-01,6.733299607609904221e-05,2.704512830893073261e-01,1.109955466859023954e-06,6.546406553304263791e-05,2.157613137985077856e-03,3.826126276200379484e-01,2.944015349793950662e-03,4.270533915021092474e-05,6.524687088087773867e-01,2.842487782615104057e-05,9.839856244714461075e-01,1.227466325058079172e-06,7.211444434542892967e-01,3.707773104711385965e-07,1.990102135190025545e-01,6.985196491309125788e-01,8.471776568118540414e-07,7.746124707312467775e-05,6.180437215089913325e-03,8.869003894367991081e-02,1.883899130365959641e-03,1.105968882487840810e-01,1.079731664760069074e-04,1.899766156283269336e-01,4.790136356477721596e-05,9.308285782779150974e-01,4.944538988956592458e-04,2.637182484815299519e-03,3.741724066695108644e-06,2.512466239362712850e-01,3.009167689625831359e-03,8.379003980477739422e-02,3.587475647193234113e-02,4.643926232188500536e-01,2.842487782615104057e-05,5.576341111862529940e-03,7.023128492229531172e-01,2.031312176110263573e-02,9.616455769232595376e-06,4.679128790594973997e-06,4.173480664996570000e-01,3.744753756292492036e-04,2.157613137985077856e-03,2.031312176110263573e-02,2.964351766023173851e-01,1.536951003773866849e-04,9.117069152940725507e-01,8.933642939964026031e-01,6.925243050307921004e-05,1.182395235600339906e-01,4.533659811068885270e-01,8.699824361861971259e-04,8.658601965444328902e-05,4.497118827407753927e-01,2.982742191326653511e-02,4.505029253352161450e-02
1.517056972842099720e-02,4.800796982692594889e-02,1.061980200613016068e-01,9.996705850585388964e-01,1.347288988084987538e-01,9.555316967823324070e-01,1.000000000000000000e+00,9.909601125951613687e-01,7.829773734930355333e-01,2.382732726484351055e-02,1.136068375485742854e-01,9.986829911764043555e-01,1.233639262458125982e-02,8.617621793945888786e-01,2.964351766023173851e-01,7.248268393571863366e-02,9.851006690978271196e-01,1.666259785664330750e-01,7.507214658090242132e-01,9.965260297107578769e-01,7.165268054194057473e-04,3.769456964630980844e-02,1.233639262458125982e-02,3.428557532076806358e-01,1.347288988084987538e-01,1.000000000000000000e+00,1.004541335295416503e-03,6.532800081064817077e-02,8.765270758786039007e-01,4.867154825675271690e-01,2.256675611350773911e-03,9.117069152940725507e-01,1.567247324494226712e-01,1.136068375485742854e-01,8.025881789091333929e-02,1.142857487323623196e-02,1.759374206924840724e-03,4.904682164401918398e-01,8.850696519444706256e-01,1.856313885047413889e-02,4.497118827407753927e-01,9.066147401045134835e-01,5.876084924590922742e-02,9.285504429043159869e-01,5.350029598809096995e-03,5.786866680301195470e-02,3.238334283016712778e-01,8.271458284381887349e-01,3.691159850484575511e-01,4.577500237504835562e-02,5.592360140721638340e-01,3.647288551107548404e-02,9.251217275896464476e-02,5.692710220931066108e-03,4.904682164401918398e-01,2.696099598897978931e-03,9.791347265036645098e-01,5.131561207181509765e-01,4.525516591285826985e-03,6.339320515762658648e-02,4.942295305096195412e-01,9.804057675862853927e-01,3.054133549651317781e-01,9.953775557601167723e-01,7.573724559199290773e-02,9.839856244714461075e-01,4.877222375501156365e-02,5.876084924590922742e-02,1.646104679288361849e-01,3.525858381864092062e-01,1.121110285600481621e-02,9.437986422736260872e-01,3.724678512547244802e-01,9.750905052182442523e-01,8.463741260083588180e-01,7.470666732837882851e-01,3.647288551107548404e-02,4.755111700294943344e-01,5.093556414185864689e-01,7.323229085911728831e-01,1.959657733958695622e-02,1.281382889771617503e-02,7.934460326906984662e-01,1.435949232843470591e-01,3.238334283016712778e-01,7.323229085911728831e-01,9.066147401045134835e-01,9.122392516243769955e-02,5.193146404178951986e-02,4.650945492651516189e-02,5.966432954693905166e-02,9.979429360964240381e-01,7.579911218443085019e-01,2.155228862787529343e-01,6.731075817163562069e-02,7.616052559846182568e-01,8.105378709289924322e-01,8.878625047392827430e-01
7.136401241325052158e-01,4.570309479697337585e-01,2.789524944517152161e-01,9.128536097116841724e-04,7.950394905406156886e-08,2.944015349793950662e-03,1.004541335295416503e-03,6.033233702960769064e-04,5.846880914758927344e-05,6.175260366460840755e-01,2.648736858074773881e-01,1.214066963580531745e-03,7.543630702103550911e-01,6.570622083103576025e-03,9.780938463260563376e-02,1.462671641337454417e-08,1.883899130365959641e-03,1.899766156283269336e-01,1.257310361863088650e-02,7.342260649430779745e-04,9.959721358646371758e-01,5.131561207181509765e-01,7.543630702103550911e-01,1.499459473125531185e-06,7.950394905406156886e-08,1.004541335295416503e-03,1.000000000000000000e+00,3.860234573965922178e-01,1.306957261822974897e-04,5.658355509025046950e-06,9.750905052182442523e-01,1.853437562735516810e-04,2.013142214453073064e-01,2.648736858074773881e-01,1.913800276352543444e-08,7.687903128245278106e-01,9.882091715200000959e-01,5.839582992913819051e-06,5.576341111862529940e-03,6.717596517764661268e-01,4.118987382840234706e-06,1.757250571158829890e-04,4.102925877481708450e-01,2.230588671008300122e-04,8.906274903827098299e-01,4.138138112921097567e-01,8.621233202617205327e-02,8.421390026170535417e-05,7.037655602741020588e-02,4.680888919910501378e-01,1.022756489548350626e-05,5.207780143879892076e-01,2.800023687225807320e-08,8.822492493301659078e-01,5.839582992913819051e-06,9.626414278040893446e-01,4.585868118436654578e-04,7.049460173500421415e-06,9.117069152940725507e-01,3.928880616289310845e-01,4.090133207500821350e-02,2.062559459083607768e-03,9.381474903910132224e-02,1.429861956080292562e-03,3.525858381864092062e-01,5.069807260429502358e-04,4.533659811068885270e-01,8.492158287192024774e-09,1.922076992164515608e-01,7.573724559199290773e-02,7.723605061975137298e-01,2.679073434961322083e-04,6.934226980066919566e-02,2.256675611350773911e-03,7.270443810458642603e-03,4.395167485097683114e-05,5.207780143879892076e-01,4.433523037400072947e-02,6.832373058573925282e-06,1.381801837104273262e-02,6.601992652334124356e-01,7.470666732837882851e-01,6.364438886041615985e-05,2.179552245490415374e-01,8.621233202617205327e-02,1.381801837104273262e-02,1.757250571158829890e-04,3.114852253908108604e-01,6.201737882695024122e-09,4.700378283323506696e-09,4.067845737725994115e-01,1.272425870920693407e-03,4.790136356477721596e-05,1.454189798416728463e-01,3.792163174518325963e-01,4.929122221171312060e-05,9.050794880967300005e-03,5.462125839175541522e-03
8.556793805951052878e-01,9.917970986570601166e-01,9.764769335926712923e-01,6.150557871232596729e-02,8.190339454258873612e-05,1.262802079882056061e-01,6.532800081064817077e-02,4.725374552920101612e-02,9.981832762457960861e-03,9.238967298499985992e-01,9.691652288469995158e-01,7.355472321726477802e-02,8.205635705856219042e-01,2.013142214453073064e-01,7.397189816647005145e-01,2.244426932312895080e-05,9.646326199658331046e-02,9.066147401045134835e-01,2.876143032190891513e-01,5.357377577654022505e-02,3.396444549759359277e-01,9.750905052182442523e-01,8.205635705856219042e-01,7.342260649430779745e-04,8.190339454258873612e-05,6.532800081064817077e-02,3.860234573965922178e-01,1.000000000000000000e+00,1.725954177010452159e-02,1.927177347736492349e-03,5.131561207181509765e-01,2.181498575246422142e-02,9.191149177894625266e-01,9.691652288469995158e-01,2.760177842415528933e-05,8.071567803008422581e-01,4.717951500555982447e-01,1.971368592043380285e-03,1.833922298323511779e-01,8.878625047392827430e-01,1.532768100853990848e-03,2.105239812328455959e-02,9.989915094116893490e-01,2.467620033702395271e-02,6.679113773799422171e-01,9.986829911764043555e-01,7.060975674112527356e-01,1.281382889771617503e-02,6.524687088087773867e-01,9.891660389366387918e-01,2.944015349793950662e-03,9.722034270586507043e-01,3.696133233298375131e-05,6.794388950888504697e-01,1.971368592043380285e-03,5.437919390968689592e-01,3.959201858468248264e-02,2.256675611350773911e-03,6.369632297655689612e-01,9.999176360894728166e-01,5.169636658236069771e-01,1.019363219695828965e-01,7.286076380522694684e-01,8.142239209712651138e-02,9.979429360964240381e-01,4.224698462861389836e-02,9.925939121719022928e-01,1.475071481206434826e-05,9.091759839579738323e-01,6.717596517764661268e-01,8.037566912912273986e-01,2.785641574329995179e-02,6.485973736363268571e-01,1.076489508955572189e-01,2.131089156504487048e-01,8.198152825679969058e-03,9.722034270586507043e-01,5.360980993226416302e-01,2.206633969625519578e-03,3.024032685999397119e-01,8.960726032151459242e-01,8.271458284381887349e-01,1.058058789767172755e-02,9.352860678639897118e-01,7.060975674112527356e-01,3.024032685999397119e-01,2.105239812328455959e-02,9.891660389366387918e-01,1.156303991269950609e-05,9.324157631067155907e-06,9.992589689756220528e-01,7.573724559199290773e-02,8.700657939672094138e-03,8.432254590758068158e-01,9.999176360894728166e-01,8.874182414907193228e-03,2.406730299824879626e-01,1.812336153984209219e-01
3.009167689625831359e-03,1.187478901666456921e-02,3.138309544629131614e-02,8.878625047392827430e-01,3.301083239275893755e-01,7.173972436778074391e-01,8.765270758786039007e-01,9.308285782779150974e-01,9.828313645567545720e-01,5.132057267299760216e-03,3.413014720260985901e-02,8.526014296221688937e-01,2.359897550386375054e-03,5.708593319896443363e-01,1.166794813834458877e-01,2.059771186886004135e-01,7.899735525035618267e-01,5.525892115522042930e-02,4.460688650311857573e-01,9.117069152940725507e-01,8.902129010899613893e-05,8.874182414907193228e-03,2.359897550386375054e-03,6.369632297655689612e-01,3.301083239275893755e-01,8.765270758786039007e-01,1.306957261822974897e-04,1.725954177010452159e-02,1.000000000000000000e+00,7.899735525035618267e-01,3.294906086416999106e-04,9.965260297107578769e-01,5.112612680869686732e-02,3.413014720260985901e-02,2.228750250830673629e-01,2.157613137985077856e-03,2.477379806960711074e-04,7.934460326906984662e-01,6.019578151849988013e-01,3.817995787006701804e-03,7.543630702103550911e-01,9.975114905817504818e-01,1.517056972842099720e-02,9.917970986570601166e-01,8.911786098265997652e-04,1.489108825531360036e-02,1.312998497120989594e-01,9.947423626446024736e-01,1.567247324494226712e-01,1.121110285600481621e-02,8.526014296221688937e-01,8.530175225849929987e-03,2.485758088226834028e-01,9.576796217790241187e-04,7.934460326906984662e-01,4.041632021830973850e-04,9.536642904096417350e-01,8.138996045247026689e-01,7.342260649430779745e-04,1.663837354582349895e-02,2.354960928277460008e-01,7.759153235446857311e-01,1.214074606569603421e-01,8.304054308614767788e-01,2.067988246044373535e-02,9.458414763211265841e-01,1.210363965283902873e-02,1.748658119063766780e-01,5.441094536406899246e-02,1.472601421762657348e-01,2.109594431703670000e-03,9.851006690978271196e-01,1.586698254386552376e-01,7.616052559846182568e-01,5.515053379152744517e-01,9.691652288469995158e-01,8.530175225849929987e-03,2.228750250830673629e-01,8.105378709289924322e-01,4.280271959754378686e-01,4.070585275541806214e-03,2.467434428623433307e-03,9.861763621040834371e-01,4.577500237504835562e-02,1.312998497120989594e-01,4.280271959754378686e-01,9.975114905817504818e-01,2.599851726300584157e-02,1.586698254386552376e-01,1.454189798416728463e-01,1.545466012114097253e-02,8.463741260083588180e-01,9.736659453878280246e-01,7.684792553473082655e-02,1.790095121078771542e-02,9.750905052182442523e-01,5.093556414185864689e-01,6.058501085455973989e-01
2.290021692040670586e-04,1.214066963580531745e-03,4.070585275541806214e-03,5.017769155665836589e-01,7.248813622013160485e-01,3.238334283016712778e-01,4.867154825675271690e-01,5.669816450912358308e-01,8.822492493301659078e-01,4.360429830116524757e-04,4.525516591285826985e-03,4.570309479697337585e-01,1.710939806913710571e-04,2.179552245490415374e-01,2.220520487788727598e-02,5.515053379152744517e-01,3.894486540303917499e-01,8.362688576802505130e-03,1.472601421762657348e-01,5.360980993226416302e-01,3.623512391825576614e-06,8.492554252558971598e-04,1.710939806913710571e-04,9.659773821895358825e-01,7.248813622013160485e-01,4.867154825675271690e-01,5.658355509025046950e-06,1.927177347736492349e-03,7.899735525035618267e-01,1.000000000000000000e+00,1.664387047634973996e-05,7.433990571358024546e-01,7.568633834749400636e-03,4.525516591285826985e-03,5.786229538703399067e-01,1.536951003773866849e-04,1.192208613915528101e-05,9.999794083863551286e-01,2.380753923587046461e-01,3.049862610962349478e-04,9.979429360964240381e-01,7.507214658090242132e-01,1.642471427870233116e-03,7.173972436778074391e-01,5.369420344267114781e-05,1.605123990836559251e-03,2.599851726300584157e-02,8.432254590758068158e-01,3.300766974717891239e-02,1.131159179447336184e-03,9.925939121719022928e-01,8.091710986266499464e-04,6.175260366460840755e-01,5.846880914758927344e-05,9.999794083863551286e-01,2.114843960243246380e-05,6.097424577578703930e-01,9.989915094116893490e-01,4.270533915021092474e-05,1.841516960888903674e-03,5.786866680301195470e-02,3.758346765043830695e-01,2.341245859142719252e-02,4.316117360403542991e-01,2.413116714284340748e-03,5.941746707252553161e-01,1.242929537715336923e-03,4.979991795849962322e-01,8.198152825679969058e-03,3.033846638407844062e-02,1.496137923396297716e-04,6.909092318845417857e-01,3.356490762622553470e-02,3.624576875191978798e-01,2.059771186886004135e-01,9.091759839579738323e-01,8.091710986266499464e-04,5.357377577654022505e-02,9.992589689756220528e-01,1.382247292595876476e-01,3.294906086416999106e-04,1.804740522001169168e-04,8.736259514321655928e-01,6.570622083103576025e-03,2.599851726300584157e-02,1.382247292595876476e-01,7.507214658090242132e-01,3.212610207775279912e-03,4.680888919910501378e-01,4.424371370601477560e-01,1.680618635950634427e-03,4.497118827407753927e-01,9.014025019277889239e-01,1.281382889771617503e-02,2.016490117929724268e-03,8.987521082461161770e-01,1.812336153984209219e-01,2.406730299824879626e-01
8.368598212720468332e-01,5.902844516823128052e-01,3.894486540303917499e-01,2.062559459083607768e-03,2.800291972827493906e-07,6.180437215089913325e-03,2.256675611350773911e-03,1.397003707591355261e-03,1.536951003773866849e-04,7.507214658090242132e-01,3.724678512547244802e-01,2.696099598897978931e-03,8.706985698266045404e-01,1.305862530224924378e-02,1.547971086184596057e-01,5.497074740198750184e-08,4.070585275541806214e-03,2.789524944517152161e-01,2.382732726484351055e-02,1.680618635950634427e-03,9.517613357161585075e-01,6.485973736363268571e-01,8.706985698266045404e-01,4.679128790594973997e-06,2.800291972827493906e-07,2.256675611350773911e-03,9.750905052182442523e-01,5.131561207181509765e-01,3.294906086416999106e-04,1.664387047634973996e-05,1.000000000000000000e+00,4.585868118436654578e-04,2.934773155317164650e-01,3.724678512547244802e-01,7.120317909840338417e-08,8.822492493301659078e-01,9.975114905817504818e-01,1.715220379238243206e-05,1.121110285600481621e-02,8.003379633899903034e-01,1.229177495000543855e-05,4.360429830116524757e-04,5.399424333407772947e-01,5.463627266952894449e-04,9.675899168846481269e-01,5.437919390968689592e-01,1.382247292595876476e-01,2.172608639657028706e-04,1.151352804812269537e-01,6.019578151849988013e-01,2.927131695628221243e-05,6.563361202554879315e-01,1.026843919048192393e-07,9.626414278040893446e-01,1.715220379238243206e-05,9.986829911764043555e-01,1.078834973275208126e-03,2.052758832559065607e-05,9.791347265036645098e-01,5.207780143879892076e-01,7.037655602741020588e-02,4.430999206593875389e-03,1.491184742573879174e-01,3.143441427700028028e-03,4.755111700294943344e-01,1.185825781419701675e-03,5.863955525272038782e-01,3.256618899819538897e-08,2.818219909596179074e-01,1.230155178128825161e-01,8.850696519444706256e-01,6.496271403443189089e-04,1.136068375485742854e-01,4.820147341818442795e-03,1.434570425386846350e-02,1.172117756101014399e-04,6.563361202554879315e-01,7.573724559199290773e-02,1.992414271213142001e-05,2.599851726300584157e-02,7.899735525035618267e-01,8.647663520086031896e-01,1.665780917011087459e-04,3.145468475157009447e-01,1.382247292595876476e-01,2.599851726300584157e-02,4.360429830116524757e-04,4.280271959754378686e-01,2.405859705153180151e-08,1.841924105705714030e-08,5.360980993226416302e-01,2.817563889084171228e-03,1.271937230515794931e-04,2.204059362824862534e-01,5.055624874645575639e-01,1.306957261822974897e-04,1.757768299865907630e-02,1.099731615041544229e-02
